asin,workbook_account,workbook_sku,workbook_mapped_sku,workbook_june2025_sales,workbook_june2025_orders,workbook_june2026_sales,workbook_june2026_orders,db_fbm_sales_2025,db_fba_sales_2025,db_vendor_sales_2025,db_total_sales_2025,db_orders_2025,db_vendor_units_2025,db_fbm_sales_2026,db_fba_sales_2026,db_vendor_sales_2026,db_total_sales_2026,db_orders_2026,db_vendor_units_2026,sales_diff_2025_wb_minus_db,sales_diff_2026_wb_minus_db,reason,root_cause_note
B0D2949Q4K,Ledsone,LSCY290BS3PK+RPR44WH3PK LS,LSCY290BS3PK+RPR44WH3PK,0.0,0,0.0,0,38.49,0.0,0.0,38.49,1,0,0.0,0.0,0.0,0.0,0,0,-38.49,0.0,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0F1CX6BYH,DCvoltage,RWWPSY0680YE-UK,RWWPSY0680YE,0.0,0,0.0,0,2.89,0.0,0.0,2.89,1,0,0.0,0.0,0.0,0.0,0,0,-2.89,0.0,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0D28X8ZF9,Ledsone,LSCY290BC+RPR44WH LS,LSCY290BC+RPR44WH,0.0,0,0.0,0,76.45,0.0,0.0,76.45,5,0,0.0,0.0,0.0,0.0,0,0,-76.45,0.0,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0CZNJCBB6,DCvoltage,LSSS300BI2PK+RPR44WH2PK-AMD,LSSS300BI2PK+RPR44WH2PK,0.0,0,0.0,0,0.0,66.77,0.0,66.77,3,0,0.0,22.79,0.0,22.79,1,0,-66.77,-22.79,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0CPBVNNQX,DCvoltage,LSCY290YE+RPR44WH R,LSCY290YE+RPR44WH,0.0,0,0.0,0,17.66,0.0,0.0,17.66,1,0,15.89,0.0,0.0,15.89,1,0,-17.66,-15.89,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0DDTTHTG6,DCvoltage,LSMS320GY+RPR44WH-GY,LSMS320GY+RPR44WH,0.0,0,0.0,0,28.98,0.0,0.0,28.98,2,0,0.0,0.0,0.0,0.0,0,0,-28.98,0.0,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0F28ZSNQ7,Ledsone,LSCY290YB+RPR44WH__1,LSCY290YB+RPR44WH,0.0,0,0.0,0,182.21,0.0,0.0,182.21,10,0,0.0,0.0,0.0,0.0,0,0,-182.21,0.0,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0DFHN9WRJ,DCvoltage,LSCY290BC+RPR44WH-AC,LSCY290BC+RPR44WH,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,50.67,0.0,0.0,50.67,3,0,0.0,-50.67,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0C9TWTCZ8,DCvoltage,LSCY210BG+RPR44WH G,LSCY210BG+RPR44WH,0.0,0,0.0,0,520.88,0.0,0.0,520.88,37,0,199.84,0.0,0.0,199.84,15,0,-520.88,-199.84,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0CVL5MYFT,DCvoltage,LSTF400WH+RPR44WH,,0.0,0,0.0,0,16.39,0.0,0.0,16.39,1,0,0.0,0.0,0.0,0.0,0,0,-16.39,0.0,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0CVL8TQ73,Ledsone,LSTF400WH2PK+RPR44WH2PK,LSTF400WH2PK+RPR44WH2PK,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,31.98,0.0,0.0,31.98,1,0,0.0,-31.98,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0CC61Q4XF,DCvoltage,LSMS320NB+RPR44WH KR,LSMS320NB+RPR44WH,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,14.99,0.0,0.0,14.99,1,0,0.0,-14.99,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0F9YNBRZD,Ledsone,LSMS320BG+RPR44WH_1,LSMS320BG+RPR44WH,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,294.13,0.0,0.0,294.13,8,0,0.0,-294.13,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B093HBMN1F,Ledsone,LSMS320WH+RPR44WH D,LSMS320WH+RPR44WH,0.0,0,0.0,0,42.67,0.0,0.0,42.67,1,0,0.0,0.0,0.0,0.0,0,0,-42.67,0.0,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0BWYH5ZD7,DCvoltage,LSDO400BL+RPR44WH D,LSDO400CB+RPR44WH,0.0,0,0.0,0,16.89,0.0,0.0,16.89,1,0,0.0,0.0,0.0,0.0,0,0,-16.89,0.0,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0F9WZ5R9L,Ledsone,LSFT220GB+RPR44WH_2,,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,10.89,0.0,0.0,10.89,1,0,0.0,-10.89,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0CZLDKF3Z,DCvoltage,LSSS300GB2PK+RPR44WH2PK,,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,47.98,0.0,47.98,2,0,0.0,-47.98,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B095PVFF8B,DCvoltage,LSGG200AR+SCRN70FG,,0.0,0,0.0,0,364.21,0.0,0.0,364.21,13,0,0.0,64.9,0.0,64.9,3,0,-364.21,-64.9,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B08TM99HCD,DCvoltage,O2-PV99-0CIB,LSFT220RE+RPR44WH,0.0,0,0.0,0,10.99,0.0,0.0,10.99,1,0,0.0,0.0,0.0,0.0,0,0,-10.99,0.0,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0CVQF7CXG,Ledsone,RWT460YE,,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,18.05,0.0,0.0,18.05,1,0,0.0,-18.05,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0DFHPFXGT,DCvoltage,LSCY290YB+RPR44WH-AC,LSCY290YB+RPR44WH,0.0,0,0.0,0,25.84,0.0,0.0,25.84,1,0,53.67,0.0,0.0,53.67,2,0,-25.84,-53.67,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0DFHM3D4X,DCvoltage,LSCY290CO+RPR44WH-AC,LSCY290CO+RPR44WH,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,37.78,0.0,0.0,37.78,2,0,0.0,-37.78,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0DZNWHKT9,Ledsone,RWWPSY08GY2PK-UK,RWWPSY08GY2PK,0.0,0,0.0,0,6.1,0.0,0.0,6.1,1,0,0.0,0.0,0.0,0.0,0,0,-6.1,0.0,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0CVLB3HDN,DCvoltage,RWT460YE,,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,13.19,0.0,0.0,13.19,1,0,0.0,-13.19,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0CG5YZXMP,DCvoltage,LSCY290NB2PK+RPR44WH2PK,,0.0,0,0.0,0,28.89,0.0,0.0,28.89,1,0,0.0,0.0,0.0,0.0,0,0,-28.89,0.0,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0D7ZRWBS2,Ledsone,LSCY290BI2PK+RPR44WH2PK TA,LSCY290BI2PK+RPR44WH2PK,0.0,0,0.0,0,76.19,350.15,0.0,426.34,16,0,25.99,0.0,0.0,25.99,1,0,-426.34,-25.99,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0CCW6LMXF,Ledsone,LSCY290RO+RPR44WH M,LSCY290RO+RPR44WH,0.0,0,0.0,0,60.09,0.0,0.0,60.09,4,0,0.0,0.0,0.0,0.0,0,0,-60.09,0.0,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0CPBXK43C,DCvoltage,LSCY290NB+RPR44WH DC,LSCY290NB+RPR44WH,0.0,0,0.0,0,13.89,0.0,0.0,13.89,1,0,63.56,0.0,0.0,63.56,2,0,-13.89,-63.56,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B08XNQ9CYY,DCvoltage,LSSS300CH+RPR44WH,,0.0,0,0.0,0,24.82,0.0,0.0,24.82,1,0,0.0,0.0,0.0,0.0,0,0,-24.82,0.0,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B08FXRB2TK,DCvoltage,LSFT220GY,,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,10.79,0.0,0.0,10.79,1,0,0.0,-10.79,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0C3ZTBRHZ,Ledsone,LSCY290BM+RPR44WH,LSCY290BM+RPR44WH,0.0,0,0.0,0,460.59,76.83,0.0,537.42,27,0,31.78,277.71,25.48,334.97,17,2,-537.42,-334.97,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0F1CZF38F,DCvoltage,RWWPSY0840YE-UK,RWWPSY0840YE,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,9.76,0.0,0.0,9.76,2,0,0.0,-9.76,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0CJCGSNJB,DCvoltage,LSSS300CO2PK+RPR44WH2PK,,0.0,0,0.0,0,78.79,0.0,0.0,78.79,3,0,26.89,0.0,0.0,26.89,1,0,-78.79,-26.89,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0F678SKL8,Ledsone,LSMCSPDRMC+RPM40WH,LSGG200AR+SCRN70FG,0.0,0,0.0,0,169.06,0.0,0.0,169.06,8,0,0.0,0.0,0.0,0.0,0,0,-169.06,0.0,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0CZNNRGMB,DCvoltage,LSSS300GR2PK+RPR44WH2PK-AMD,LSSS300GR2PK+RPR44WH2PK,0.0,0,0.0,0,0.0,49.97,0.0,49.97,2,0,0.0,118.61,0.0,118.61,3,0,-49.97,-118.61,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0GTMQW1WF,Ledsone,LSGL10014CL3PK+RPM40WH3PK,LSGL15014CL3PK+RPM40WH3PK,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,129.45,0.0,0.0,129.45,5,0,0.0,-129.45,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
