asin,workbook_account,workbook_sku,workbook_mapped_sku,workbook_june2025_sales,workbook_june2025_orders,workbook_june2026_sales,workbook_june2026_orders,db_fbm_sales_2025,db_fba_sales_2025,db_vendor_sales_2025,db_total_sales_2025,db_orders_2025,db_vendor_units_2025,db_fbm_sales_2026,db_fba_sales_2026,db_vendor_sales_2026,db_total_sales_2026,db_orders_2026,db_vendor_units_2026,sales_diff_2025_wb_minus_db,sales_diff_2026_wb_minus_db,reason,root_cause_note
B0D28X8ZF9,Ledsone,LSCY290BC+RPR44WH LS,LSCY290BC+RPR44WH,0.0,0,0.0,0,76.45,0.0,0.0,76.45,5,0,0.0,0.0,0.0,0.0,0,0,-76.45,0.0,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0CZNJCBB6,DCvoltage,LSSS300BI2PK+RPR44WH2PK-AMD,LSSS300BI2PK+RPR44WH2PK,0.0,0,0.0,0,0.0,66.77,0.0,66.77,3,0,0.0,22.79,0.0,22.79,1,0,-66.77,-22.79,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B08THGV6L8,DCvoltage,LSCI290RR L,LSCY290RR,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,MATCH,
B0CPBWRQKP,DCvoltage,LSCY290CO+RPR44WH DC,LSCY290CO+RPR44WH,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,MATCH,
B0BWTX1RJ6,DCvoltage,LSCP150BL+RPR44WH A,LSCP150BL+RPR44WH,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,MATCH,
B0BWNHG8K9,DCvoltage,LSDO300GY+RPR44WH Z,LSDO300GY+RPR44WH,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,MATCH,
B08FXRY7SB,DCvoltage,LSFT220YB,LSFT220YB+RPR44WH,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,MATCH,
B0GSV74P1L,DCvoltage,LSGLBG130WH2PK+RPM40WH2PK_UT,LSGLBG130WH2PK+RPM40WH2PK,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,MATCH,
B0CPBVNNQX,DCvoltage,LSCY290YE+RPR44WH R,LSCY290YE+RPR44WH,0.0,0,0.0,0,17.66,0.0,0.0,17.66,1,0,15.89,0.0,0.0,15.89,1,0,-17.66,-15.89,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0CPBVYJG3,DCvoltage,LSCY290GN+RPR44WH R,LSCY290GR+RPR44WH,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,MATCH,
B093T3RY5B,Ledsone,LSOL180RR+RPR44WH C,LSOL180RR+RPR44WH,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,MATCH,
B0CVL86ZQ4,Ledsone,LSTF400WH+RPR44WH,LSTF400WH+RPR44WH,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,MATCH,
B0F1CYBRXZ,DCvoltage,RWWPSY1060YE-UK,RWWPSY1060YE,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,MATCH,
B0GS51FJ99,Ledsone,LSGLBC160AR3PK+RPM40WH3PK,,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,MATCH,
B0DDTTHTG6,DCvoltage,LSMS320GY+RPR44WH-GY,LSMS320GY+RPR44WH,0.0,0,0.0,0,28.98,0.0,0.0,28.98,2,0,0.0,0.0,0.0,0.0,0,0,-28.98,0.0,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0DZWZ2WTN,DCvoltage,RWWPSY10100YE-U,RWWPSY10100YE,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,MATCH,
B0C4LWFNNQ,Ledsone,LSLC180BS+RPR44WH,,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,MATCH,
B0GSV4S64G,DCvoltage,LSGLBH300WS2PK+RPM40WH2PK_UT,LSGLBH300WS2PK+RPM40WH2PK,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,MATCH,
B0F28ZSNQ7,Ledsone,LSCY290YB+RPR44WH__1,LSCY290YB+RPR44WH,0.0,0,0.0,0,182.21,0.0,0.0,182.21,10,0,0.0,0.0,0.0,0.0,0,0,-182.21,0.0,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0DFHN9WRJ,DCvoltage,LSCY290BC+RPR44WH-AC,LSCY290BC+RPR44WH,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,50.67,0.0,0.0,50.67,3,0,0.0,-50.67,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0C9TWTCZ8,DCvoltage,LSCY210BG+RPR44WH G,LSCY210BG+RPR44WH,0.0,0,0.0,0,520.88,0.0,0.0,520.88,37,0,199.84,0.0,0.0,199.84,15,0,-520.88,-199.84,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0CVL5MYFT,DCvoltage,LSTF400WH+RPR44WH,,0.0,0,0.0,0,16.39,0.0,0.0,16.39,1,0,0.0,0.0,0.0,0.0,0,0,-16.39,0.0,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0F48K71QB,DCvoltage,RWWPSY1060YE DS,RWWPSY1060YE,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,MATCH,
B0DYXXTG54,Ledsone,LSCP150PI2PK+RPR44WH2PK-UK,LSCP150PI2PK+RPR44WH2PK,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,MATCH,
B0CVL8TQ73,Ledsone,LSTF400WH2PK+RPR44WH2PK,LSTF400WH2PK+RPR44WH2PK,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,31.98,0.0,0.0,31.98,1,0,0.0,-31.98,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0CC61Q4XF,DCvoltage,LSMS320NB+RPR44WH KR,LSMS320NB+RPR44WH,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,14.99,0.0,0.0,14.99,1,0,0.0,-14.99,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0CZ9CJNB1,DCvoltage,LSMS320BT2PK+RPR44WH2PK32CM,LSMS320BT2PK+RPR44WH2PK,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,MATCH,
B0C9WYY41L,DCvoltage,LSOL180RR+RPR44WH G,LSOL180RR+RPR44WH,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,MATCH,
B0CP3F8YP1,DCvoltage,LSDO210GR+RPR44WH-r,LSDO210GR+RPR44WH,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,MATCH,
B0F9YNBRZD,Ledsone,LSMS320BG+RPR44WH_1,LSMS320BG+RPR44WH,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,294.13,0.0,0.0,294.13,8,0,0.0,-294.13,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0FX2M4NFT,Ledsone,LSCYRO300WH2PK+RPR44WH2PK,,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,MATCH,
B093HBMN1F,Ledsone,LSMS320WH+RPR44WH D,LSMS320WH+RPR44WH,0.0,0,0.0,0,42.67,0.0,0.0,42.67,1,0,0.0,0.0,0.0,0.0,0,0,-42.67,0.0,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0BWYH5ZD7,DCvoltage,LSDO400BL+RPR44WH D,LSDO400CB+RPR44WH,0.0,0,0.0,0,16.89,0.0,0.0,16.89,1,0,0.0,0.0,0.0,0.0,0,0,-16.89,0.0,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0F9WZ5R9L,Ledsone,LSFT220GB+RPR44WH_2,,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,10.89,0.0,0.0,10.89,1,0,0.0,-10.89,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B0D9Q1BJJZ,Ledsone,LSGLBP120BM,LSGLBP120BM+RPM40WH,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,MATCH,
B0CZLDKF3Z,DCvoltage,LSSS300GB2PK+RPR44WH2PK,,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,47.98,0.0,47.98,2,0,0.0,-47.98,UNRESOLVED,"Workbook cached value is 0 for ALL 1723 rows in this file (proven: SUM=0 across every June/July column). This is a stale/unrefreshed Google-Sheets IMPORTRANGE export, not a genuine business difference. Cannot be categorized as an account/marketplace/status/Vendor-scope difference because the workbook provides no comparable non-zero figure to diagnose against."
B084MG7VWS,Ledsone,LAMSSLSNL-SO+RRPTWE,LSSS300SN+RPR44WH,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,MATCH,
